StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q109,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q225,Q228,Q229,Q230,Q227,Q226,Carta1_DO,Forbice1_DO,Sasso1_DO,Forbice2_DO,Carta2_DO,Sasso2_DO,Forbice3_DO,Carta3_DO,Sasso3_DO,Forbice4_DO,Carta4_DO,Sasso4_DO,Forbice5_DO,Carta5_DO,Sasso5_DO,Sasso6_DO,Carta6_DO,Forbice6_DO,Sasso7_DO,Carta7_DO,Forbice7_DO,Sasso8_DO,Carta8_DO,Forbice8_DO,Carta9_DO,Sasso9_DO,Forbice9_DO,Sasso10_DO,Carta10_DO,Forbice10_DO
2021-04-12 10:32:59,2021-04-12 10:37:18,0,151.95.44.111,100,259,1,2021-04-12 10:37:19,R_269joUgwXpeNNuH,,,,,45.4924011230469,12.1549987792969,anonymous,EN,4,LED2711,3,6.57,6.57,23.011,1,2,2.117,3.705,14.385,2,1,1.146,3.923,4.942,3,2,4.768,4.768,8.351,1,3,3.613,3.613,4.794,1,1,1.811,1.811,2.814,1,2,1.737,1.737,2.581,1,3,0.878,2.987,3.804,3,1,1.489,1.489,2.458,1,3,1.241,2.346,3.089,2,50,3,2,2,2,2,2,,forbice,,,,carta,,sasso,,,,sasso,sasso,,,,sasso,,carta,,,,,carta,carta,,,,,sasso
2021-04-12 10:32:45,2021-04-12 10:37:27,0,87.14.180.35,100,281,1,2021-04-12 10:37:27,R_6W5b7PYjTguFWE1,,,,,45.5431060791016,11.54150390625,anonymous,EN,4,arav1506,1,5.042,5.042,6.396,1,2,3.707,3.707,4.916,1,2,3.246,3.246,4.049,1,3,2.456,2.456,3.289,1,2,1.695,1.695,2.555,1,1,0.904,0.904,1.779,1,2,2.101,2.101,2.956,1,2,3.52,3.52,4.278,1,1,2.613,2.613,4.043,1,3,2.166,2.166,3.662,1,40,3,3,4,5,5,4,sasso,,,,,forbice,,,forbice,sasso,,,,,carta,,carta,,forbice,,,carta,,,sasso,,,,,forbice
2021-04-12 10:32:45,2021-04-12 10:37:28,0,151.42.175.79,100,282,1,2021-04-12 10:37:28,R_C2BC910dAtmkdeV,,,,,44.0574951171875,12.5653076171875,anonymous,EN,4,usim2209,3,6.386,6.386,8.249,1,2,2.786,2.786,10.025,1,1,1.37,1.37,5.643,1,2,1.404,1.404,11.95,1,3,1.316,1.316,2.919,1,3,1.301,1.301,2.996,1,1,1.249,1.249,3.116,1,1,1.33,1.33,2.999,1,2,1.564,1.564,2.938,1,3,1.293,1.293,2.564,1,91,1,1,1,1,1,1,,sasso,,,,sasso,,sasso,,,,carta,sasso,,,,,carta,,sasso,,,sasso,,,sasso,,,,forbice
2021-04-12 10:32:48,2021-04-12 10:37:29,0,5.170.225.59,100,281,1,2021-04-12 10:37:30,R_oY0tnHrWsuciMGl,,,,,37.5005950927734,15.1036987304688,anonymous,EN,4,arel2807,3,4.663,4.663,5.478,1,2,2.391,2.391,3.086,1,3,0.968,0.968,2.117,1,1,0.771,0.771,1.497,1,3,1.775,1.775,2.488,1,3,0.866,0.866,1.725,1,1,2.642,2.642,3.381,1,3,1.504,1.504,2.159,1,3,6.179,6.179,6.643,1,1,0.891,0.891,1.695,1,100,1,2,1,1,1,5,,sasso,,,,sasso,sasso,,,,sasso,,carta,,,,,carta,,forbice,,,,carta,,,carta,,forbice,
2021-04-12 10:32:46,2021-04-12 10:37:43,0,93.45.94.19,100,296,1,2021-04-12 10:37:43,R_1pYefjagHUcDXTV,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,Marta1,2,57.58,57.58,85.312,1,3,7.599,7.599,9.025,1,1,8.626,8.626,11.181,1,3,6.696,6.696,7.217,1,2,0.501,0.501,1.418,1,3,2.474,2.474,3.19,1,1,0.472,0.472,1.35,1,2,1.499,1.499,1.997,1,3,0.536,0.536,0.988,1,1,1.088,1.088,1.811,1,99,1,1,1,1,1,1,,,forbice,carta,,,,carta,,sasso,,,,,carta,,,sasso,,forbice,,sasso,,,,,carta,,carta,
2021-04-12 10:34:01,2021-04-12 10:37:52,0,147.162.110.41,100,230,1,2021-04-12 10:37:52,R_2cnrr4xFtgq2Vt9,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,auad1307,2,8.247,8.247,10.176,1,1,4.081,4.081,5.362,1,3,2.236,2.236,12.881,1,1,1.184,1.184,5.437,1,2,0.911,0.911,2.5,1,1,2.769,2.769,4.223,1,3,1.618,1.618,2.887,1,1,1.237,1.237,6.98,1,2,2.172,2.172,3.513,1,2,0.957,0.957,2.248,1,30,2,3,3,3,3,3,,,sasso,,carta,,forbice,,,,sasso,,,,carta,,sasso,,,,forbice,,sasso,,,carta,,forbice,,
2021-04-12 10:33:34,2021-04-12 10:37:54,0,37.160.42.213,100,259,1,2021-04-12 10:37:55,R_3n0YPD2rqtkd4Qh,,,,,43.1479034423828,12.1096954345703,anonymous,EN,4,ERRE1204,1,1.601,1.601,11.069,1,3,1.097,1.097,1.639,1,2,0.483,0.483,0.986,1,3,1.002,1.002,1.589,1,1,0.401,0.401,1.061,1,3,0.601,0.601,1.241,1,3,1.296,1.296,1.722,1,2,0.302,0.302,0.938,1,2,0.901,0.901,1.54,1,1,0.302,0.302,0.948,1,60,1,1,1,1,1,1,forbice,,,forbice,,,,,forbice,sasso,,,,sasso,sasso,,,carta,,,forbice,sasso,,,,carta,,,carta,
2021-04-12 10:33:00,2021-04-12 10:37:58,0,95.252.104.177,100,297,1,2021-04-12 10:37:59,R_2YaGv46E9PEHDSw,,,,,43.8417053222656,10.5726928710938,anonymous,EN,4,OMIV2602,1,2.879,2.879,3.969,1,3,1.499,1.499,2.101,1,2,0.995,0.995,1.787,1,1,0.411,0.411,1.1,1,1,0.6,0.6,1.368,1,3,0.749,0.749,1.61,1,2,0.512,0.512,1.208,1,1,0.809,0.809,1.433,1,3,0.978,0.978,1.765,1,2,1.376,1.376,2.149,1,83,1,1,2,2,2,2,forbice,,,forbice,,,,,sasso,,carta,,,forbice,sasso,,,carta,forbice,,,,sasso,,,,carta,sasso,,
2021-04-12 10:33:43,2021-04-12 10:37:59,0,5.91.22.246,100,255,1,2021-04-12 10:37:59,R_sYZBUJIUHFuYeHL,,,,,45.5431060791016,11.54150390625,anonymous,EN,4,lean2012,1,4.601,4.601,5.671,1,3,4.46,4.46,5.17,1,1,5.301,5.301,6.042,1,1,2.701,2.701,3.424,1,1,2.288,2.288,2.917,1,2,3.283,3.283,3.709,1,2,4.8,4.8,5.562,1,2,2.202,2.202,2.972,1,1,3.593,3.593,4.112,1,3,1.601,1.601,2.214,1,70,3,2,3,2,4,3,sasso,,,carta,,,,sasso,,,carta,,,carta,sasso,sasso,,,forbice,,,forbice,,,carta,,,,,forbice
2021-04-12 10:32:47,2021-04-12 10:38:01,0,93.34.225.141,100,314,1,2021-04-12 10:38:01,R_3kFtBCTpH7hiPMB,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,ores2706,2,8.72,8.72,9.884,1,2,1.969,1.969,2.889,1,2,0.515,0.515,1.289,1,3,2.023,2.023,2.666,1,2,0.69,0.69,1.339,1,3,2.001,2.001,2.811,1,1,0.622,0.622,1.258,1,2,0.633,0.633,1.305,1,2,1.625,1.625,2.367,1,2,1.543,1.543,2.338,1,20,2,2,2,2,2,2,,,sasso,,,carta,,,carta,sasso,,,,,carta,,,sasso,,carta,,sasso,,,,forbice,,forbice,,
2021-04-12 10:32:58,2021-04-12 10:38:15,0,80.117.187.108,100,317,1,2021-04-12 10:38:16,R_1MYaAsESUEt72BF,,,,,45.3571014404297,11.79150390625,anonymous,EN,4,arad0308,2,4.552,4.552,6.022,1,1,1.706,1.706,3.361,1,1,2.014,2.014,3.551,1,3,1.868,1.868,3.101,1,1,1.607,1.607,2.971,1,3,1.641,1.641,2.822,1,1,3.138,3.138,4.709,1,3,1.392,1.392,3.169,1,2,0.91,0.91,2.19,1,2,0.887,0.887,5.335,1,100,5,5,5,5,5,5,,,carta,,forbice,,,carta,,forbice,,,,sasso,sasso,,,carta,,forbice,,,,sasso,,forbice,,carta,,
2021-04-12 10:33:31,2021-04-12 10:38:17,0,62.18.192.5,100,286,1,2021-04-12 10:38:18,R_AsovDoEOibiZaF3,,,,,45.3491058349609,11.8713989257813,anonymous,EN,4,Arir0605,2,5.404,5.404,7.002,1,3,5.971,5.971,7.112,1,2,2.186,2.186,3.048,1,2,2.955,2.955,3.564,1,3,2.044,2.044,2.402,1,1,2.954,2.954,3.569,1,2,1.066,1.066,1.614,1,2,1.03,1.03,1.626,1,3,1.433,1.433,1.947,1,2,1.989,2.438,3.225,2,73,1,2,1,3,3,1,,,carta,forbice,,,,,sasso,,,forbice,sasso,,,,carta,,forbice,,,sasso,,,,,forbice,sasso,,
2021-04-12 10:33:49,2021-04-12 10:38:19,0,147.162.110.41,100,270,1,2021-04-12 10:38:20,R_2aWWJvnRQlMaSq3,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,ILER0506,3,4.433,4.433,4.927,1,3,2.6,2.6,3.134,1,3,1.142,1.142,1.466,1,3,2.169,2.169,2.451,1,3,0.95,0.95,1.41,1,3,0.727,1.027,16.828,2,3,1.685,1.979,2.288,2,3,1.73,1.73,2.152,1,3,1.637,1.637,1.917,1,3,2.644,2.644,3.082,1,40,3,3,3,3,3,3,,sasso,,sasso,,,carta,,,sasso,,,forbice,,,,,sasso,,,carta,,,sasso,,,forbice,,,forbice
2021-04-12 10:33:41,2021-04-12 10:38:23,0,147.162.110.41,100,282,1,2021-04-12 10:38:24,R_2e5s0yH70UlSBA9,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,leas0810,2,2.663,2.663,5.016,1,1,2.777,2.777,4.485,1,1,0.947,0.947,2.44,1,3,4.952,4.952,6.642,1,3,1.442,1.442,3.097,1,3,1.319,1.319,2.776,1,3,1.372,1.372,2.845,1,3,1.017,1.017,2.446,1,3,1.011,1.011,2.384,1,3,1.191,1.191,2.873,1,100,1,1,1,1,1,1,,,carta,,forbice,,,sasso,,forbice,,,carta,,,,,carta,,,sasso,,,sasso,,,carta,,,forbice
2021-04-12 10:32:51,2021-04-12 10:38:27,0,93.70.83.62,100,335,1,2021-04-12 10:38:27,R_2V2Z4BEgOJiM3HI,,,,,45.4317016601563,10.9859008789063,anonymous,EN,4,giacomo6,2,6.302,6.302,7.283,1,2,1.398,1.398,2.145,1,2,5.371,5.371,6.268,1,1,1.511,4.123,4.919,3,3,1.61,1.61,2.34,1,2,1.46,1.46,2.258,1,2,0.897,0.897,1.806,1,1,2.202,2.202,3.288,1,2,1.951,1.951,2.729,1,1,3.554,7.091,8.006,2,50,5,5,5,5,5,7,,,sasso,,,forbice,,,sasso,,forbice,,carta,,,sasso,,,forbice,,,,sasso,,,forbice,,,forbice,
2021-04-12 10:32:38,2021-04-12 10:38:30,0,2.36.159.98,100,352,1,2021-04-12 10:38:30,R_2Yb1qbNsDaSRxqX,,,,,45.6880950927734,9.72479248046875,anonymous,EN,4,aran0601,2,57.076,57.076,59.244,1,2,2.507,2.507,3.671,1,3,1.725,1.725,3.19,1,2,1.369,1.369,2.282,1,3,2.69,2.69,3.469,1,3,1.71,1.71,2.676,1,2,1.341,1.341,2.306,1,3,1.226,1.226,2.106,1,2,0.791,0.791,2.487,1,2,7.066,7.066,8.003,1,78,1,1,1,1,1,2,,,forbice,,,sasso,carta,,,,,sasso,carta,,,,,forbice,forbice,,,,,forbice,,sasso,,sasso,,
2021-04-12 10:33:19,2021-04-12 10:38:37,0,147.162.110.41,100,318,1,2021-04-12 10:38:38,R_1Ft9Z1Eit2po0Lh,,,,,45.4096069335938,11.8946990966797,anonymous,EN,4,ARON0604,2,4.796,4.796,5.429,1,2,2.321,2.321,2.983,1,3,7.103,7.103,7.609,1,2,2.857,2.857,3.411,1,1,4.283,4.283,4.821,1,2,3.431,4.588,5.084,2,2,5.571,5.571,6.166,1,3,0.912,0.912,1.442,1,3,0.68,0.68,2.318,1,1,1.628,1.628,2.198,1,20,1,2,3,3,1,1,,,forbice,,,carta,carta,,,,,forbice,,sasso,sasso,carta,,,sasso,,,,,forbice,,,carta,,sasso,
2021-04-12 10:32:35,2021-04-12 10:38:41,0,185.44.214.152,100,366,1,2021-04-12 10:38:41,R_wSgN8HAKHTmX3Nv,,,,,45.4214019775391,12.0294036865234,anonymous,EN,4,aren2811,3,5.083,5.083,6.3,1,2,3.251,3.251,5.024,1,3,3.269,3.269,4.685,1,1,1.941,1.941,3.641,1,2,4.087,4.087,5.88,1,3,17.538,17.538,21.257,1,3,2.62,2.62,4.09,1,1,4.957,4.957,6.784,1,1,17.116,17.116,18.647,1,3,1.651,1.651,3.135,1,50,4,5,6,3,4,4,,carta,,,,sasso,carta,,,,sasso,,,,forbice,,,forbice,,,carta,,forbice,,carta,,,,,sasso
