,StartDate_t2,EndDate_t2,Status_t2,IPAddress_t2,Progress_t2,Duration_t2,Finished_t2,RecordedDate_t2,ResponseId_t2,LocationLatitude_t2,LocationLongitude_t2,UserLanguage_t2,participantID,morra1_t2,morra1_First_Click_t2,morra2_t2,morra2_First_Click_t2,morra3_t2,morra3_First_Click_t2,morra4_t2,morra4_First_Click_t2,morra5_t2,morra5_First_Click_t2,morra6_t2,morra6_First_Click_t2,morra7_t2,morra7_First_Click_t2,morra8_t2,morra8_First_Click_t2,morra9_t2,morra9_First_Click_t2,morra10_t2,morra10_First_Click_t2,morraRandom_t2,morraModificato_t2,moneta1_t2,moneta2_t2,moneta3_t2,moneta4_t2,moneta5_t2,monetaRandom_t2,quadroBello1_t2,quadroFamiliare1_t2,quadroCasuale1_t2,quadroPattern1_t2,quadroBello2_t2,quadroFamiliare2_t2,quadroCasuale2_t2,quadroPattern2_t2,quadroBello3_t2,quadroFamiliare3_t2,quadroCasuale3_t2,quadroPattern3_t2,paranoia1_t2,paranoia2_t2,paranoia3_t2,paranoia4_t2,paranoia5_t2,conspiracy1_t2,conspiracy2_t2,conspiracy3_t2,conspiracy4_t2,conspiracy5_t2,conspiracy6_t2,conspiracy7_t2,conspiracy8_t2,conspiracy9_t2,conspiracy10_t2,conspiracy11_t2,conspiracy12_t2,conspiracy13_t2,conspiracy14_t2,conspiracy15_t2,genere_t2,eta_t2,orientamento_t2,morraRisp1_t2,morraRisp2_t2,morraRisp3_t2,morraRisp4_t2,morraRisp5_t2,morraRisp6_t2,morraRisp7_t2,morraRisp8_t2,morraRisp9_t2,morraRisp10_t2,StartDate_t1,EndDate_t1,Status_t1,IPAddress_t1,Progress_t1,Duration_t1,Finished_t1,RecordedDate_t1,ResponseId_t1,LocationLatitude_t1,LocationLongitude_t1,UserLanguage_t1,consens_t1,morra1_t1,morra1_First_Click_t1,morra2_t1,morra2_First_Click_t1,morra3_t1,morra3_First_Click_t1,morra4_t1,morra4_First_Click_t1,morra5_t1,morra5_First_Click_t1,morra6_t1,morra6_First_Click_t1,morra7_t1,morra7_First_Click_t1,morra8_t1,morra8_First_Click_t1,morra9_t1,morra9_First_Click_t1,morra10_t1,morra10_First_Click_t1,morraRandom_t1,moneta1_t1,moneta2_t1,moneta3_t1,moneta4_t1,moneta5_t1,monetaRandom_t1,morraRisp1_t1,morraRisp2_t1,morraRisp3_t1,morraRisp4_t1,morraRisp5_t1,morraRisp6_t1,morraRisp7_t1,morraRisp8_t1,morraRisp9_t1,morraRisp10_t1,morraScore1_t1,morraScore2_t1,morraScore3_t1,morraScore4_t1,morraScore5_t1,morraScore6_t1,morraScore7_t1,morraScore8_t1,morraScore9_t1,morraScore10_t1,morraScore1_t2,morraScore2_t2,morraScore3_t2,morraScore4_t2,morraScore5_t2,morraScore6_t2,morraScore7_t2,morraScore8_t2,morraScore9_t2,morraScore10_t2,morraScoreTot_t1,morraScoreTot_t2,course
11,2021-04-12 12:02:30,2021-04-12 12:10:13,IP Address,2.34.190.253,100,462,True,2021-04-12 12:10:14,R_xbih2C8EdmEEA8N,44.6753997802734,11.0397033691406,EN,iaol2012,Carta,4.861,Sasso,6.726,Forbice,6.301,Carta,0.861,Carta,0.501,Forbice,3.009,Sasso,0.861,Carta,0.611,Forbice,0.531,Sasso,0.577,60,92,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Moltissimo,Abbastanza,Per niente,Nè bello nè brutto,Poco,Abbastanza,Pochissimo,Nè bello nè brutto,Abbastanza,Abbastanza,Abbastanza,Poco,Per nulla,Abbastanza,Poco,Per nulla,1,1,1,1,1,0,1,0,1,2,1,1,1,2,3,M,25,25,sasso,forbice,sasso,forbice,sasso,forbice,sasso,carta,carta,forbice,2021-04-12 10:33:03,2021-04-12 10:39:13,IP Address,2.34.190.253,100,370,True,2021-04-12 10:39:13,R_1P1YcyxiW2nUCqB,44.6753997802734,11.0397033691406,EN,Acconsento,Carta,13.833,Carta,2.671,Carta,14.101,Sasso,4.056,Sasso,2.225,Carta,3.285,Carta,4.772,Forbice,1.898,Forbice,3.246,Forbice,1.093,40,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,carta,sasso,sasso,carta,carta,carta,sasso,carta,forbice,carta,0.1,1.0,1.0,0.0,0.0,0.1,1.0,1.0,0.1,1.0,1.0,1.0,0.0,0.0,1.0,0.1,0.1,0.1,1.0,1.0,5.3,5.300000000000001,psycho
12,2021-04-12 12:02:46,2021-04-12 12:10:18,IP Address,5.91.22.246,100,452,True,2021-04-12 12:10:19,R_3L7JcyiqBArmUGR,45.5431060791016,11.54150390625,EN,lean2012,Forbice,4.001,Forbice,1.301,Forbice,1.801,Forbice,2.101,Sasso,2.1,Carta,4.599,Carta,0.902,Carta,0.687,Carta,0.801,Forbice,1.266,82,68,Abbastanza predeterminati,Molto casuali,Abbastanza predeterminati,Abbastanza casuali,Molto casuali,Abbastanza casuali,Bello,Molto,Abbastanza,Poco,Nè bello nè brutto,Poco,Abbastanza,Abbastanza,Bello,Molto,Molto,Per niente,Abbastanza,Poco,Molto,Abbastanza,Per nulla,2,1,3,1,2,1,2,3,2,1,2,1,1,3,4,F,23,22,forbice,carta,forbice,sasso,carta,forbice,carta,sasso,sasso,carta,2021-04-12 10:33:43,2021-04-12 10:37:59,IP Address,5.91.22.246,100,255,True,2021-04-12 10:37:59,R_sYZBUJIUHFuYeHL,45.5431060791016,11.54150390625,EN,Acconsento,Carta,4.601,Forbice,4.46,Carta,5.301,Carta,2.701,Carta,2.288,Sasso,3.283,Sasso,4.8,Sasso,2.202,Carta,3.593,Forbice,1.601,70,Abbastanza casuali,Molto casuali,Abbastanza casuali,Molto casuali,Nè casuali nè predeterminati,Abbastanza casuali,sasso,carta,sasso,carta,sasso,sasso,forbice,forbice,carta,forbice,1.0,1.0,1.0,0.1,1.0,0.1,1.0,1.0,0.1,0.1,0.1,1.0,0.1,0.0,0.0,0.0,0.1,1.0,1.0,1.0,6.399999999999999,4.300000000000001,psycho
13,2021-04-12 12:03:04,2021-04-12 12:10:41,IP Address,2.34.179.92,100,456,True,2021-04-12 12:10:41,R_xt0mlQl7kwMObT3,45.9638977050781,10.9111022949219,EN,icis2005,Carta,1.363,Sasso,0.612,Forbice,0.633,Carta,0.739,Sasso,0.478,Forbice,0.408,Carta,0.741,Sasso,0.474,Forbice,0.696,Carta,0.601,99,71,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Pochissimo,Moltissimo,Abbastanza,Nè bello nè brutto,Per niente,Per niente,Abbastanza,Nè bello nè brutto,Per niente,Per niente,Per niente,Per nulla,Per nulla,Per nulla,Per nulla,Per nulla,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,M,38,4,carta,sasso,sasso,forbice,forbice,sasso,sasso,carta,carta,forbice,2021-04-12 10:32:54,2021-04-12 10:36:21,IP Address,2.34.179.92,100,206,True,2021-04-12 10:36:21,R_2frLeij0KnFIvco,45.9638977050781,10.9111022949219,EN,Acconsento,Carta,2.463,Sasso,0.834,Forbice,0.844,Forbice,0.671,Carta,0.593,Carta,0.922,Sasso,0.492,Carta,0.73,Carta,0.845,Carta,1.573,100,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,sasso,forbice,forbice,forbice,sasso,carta,carta,carta,carta,carta,1.0,1.0,0.1,0.1,1.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.6000000000000005,3.2,psycho
14,2021-04-12 12:02:54,2021-04-12 12:10:44,IP Address,62.18.192.5,100,470,True,2021-04-12 12:10:45,R_W36WKGUAANqpiTv,45.3491058349609,11.8713989257813,EN,Arir0605,Sasso,3.211,Forbice,1.942,Sasso,2.127,Carta,1.781,Sasso,1.173,Forbice,0.854,Carta,0.516,Sasso,0.964,Forbice,0.695,Carta,1.629,30,76,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Molto casuali,Abbastanza brutto,Poco,Poco,Per niente,Abbastanza brutto,Pochissimo,Abbastanza,Poco,Bello,Molto,Molto,Poco,Molto,Poco,Molto,Abbastanza,Per nulla,1,2,0,1,0,1,0,0,0,0,2,,0,0,1,F,22,21,carta,sasso,carta,forbice,carta,sasso,carta,carta,carta,forbice,2021-04-12 10:33:31,2021-04-12 10:38:17,IP Address,62.18.192.5,100,286,True,2021-04-12 10:38:18,R_AsovDoEOibiZaF3,45.3491058349609,11.8713989257813,EN,Acconsento,Sasso,5.404,Forbice,5.971,Sasso,2.186,Sasso,2.955,Forbice,2.044,Carta,2.954,Sasso,1.066,Sasso,1.03,Forbice,1.433,Sasso,1.989,73,Completamente casuali,Molto casuali,Completamente casuali,Abbastanza casuali,Abbastanza casuali,Completamente casuali,carta,forbice,sasso,forbice,sasso,carta,forbice,sasso,forbice,sasso,0.0,0.1,0.1,1.0,0.0,0.1,1.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,2.6,1.1,psycho
15,2021-04-12 12:02:51,2021-04-12 12:10:48,IP Address,5.90.108.250,100,477,True,2021-04-12 12:10:48,R_RLxXyukXp2nF42Z,43.7686004638672,11.2509002685547,EN,auel0510,Carta,2.881,Carta,5.756,Sasso,1.408,Carta,2.111,Sasso,0.739,Sasso,3.73,Sasso,1.807,Carta,0.887,Forbice,1.415,Sasso,0.962,71,72,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Nè bello nè brutto,Abbastanza,Molto,Poco,Abbastanza bello,Abbastanza,Abbastanza,Poco,Abbastanza bello,Abbastanza,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Per nulla,Per nulla,1,1,,,,,,,,3,,,,,2,M,24,36,forbice,carta,carta,carta,forbice,forbice,carta,sasso,carta,carta,2021-04-12 10:32:44,2021-04-12 10:40:08,IP Address,5.90.108.250,100,443,True,2021-04-12 10:40:08,R_RJ362py3TA7bdPb,43.7686004638672,11.2509002685547,EN,Acconsento,Carta,9.129,Sasso,17.148,Sasso,29.434,Carta,6.544,Sasso,3.358,Carta,3.991,Carta,3.004,Sasso,7.898,Carta,2.458,Sasso,6.271,20,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,sasso,carta,forbice,carta,forbice,carta,carta,sasso,carta,carta,1.0,0.0,1.0,0.1,1.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,1.0,1.0,0.0,1.0,1.0,0.0,3.5000000000000004,4.2,psycho
16,2021-04-12 12:02:50,2021-04-12 12:11:26,IP Address,185.44.214.152,100,515,True,2021-04-12 12:11:26,R_3kAlTRUoE53GoPg,45.4214019775391,12.0294036865234,EN,aren2811,Carta,1.823,Forbice,3.158,Forbice,3.19,Carta,2.585,Sasso,4.572,Forbice,1.367,Carta,6.486,Sasso,1.266,Carta,2.693,Forbice,9.787,0,81,Molto predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Nè casuali nè predeterminati,Molto bello,Abbastanza,Poco,Molto,Bello,Pochissimo,Poco,Abbastanza,Bello,Molto,Molto,Poco,Poco,Poco,Poco,Per nulla,Per nulla,2,,,1,0,1,,,,,1,,,,2,F,23,27,carta,sasso,sasso,sasso,carta,carta,sasso,sasso,sasso,sasso,2021-04-12 10:32:35,2021-04-12 10:38:41,IP Address,185.44.214.152,100,366,True,2021-04-12 10:38:41,R_wSgN8HAKHTmX3Nv,45.4214019775391,12.0294036865234,EN,Acconsento,Forbice,5.083,Sasso,3.251,Forbice,3.269,Carta,1.941,Sasso,4.087,Forbice,17.538,Forbice,2.62,Carta,4.957,Carta,17.116,Forbice,1.651,50,Nè casuali nè predeterminati,Abbastanza predeterminati,Molto predeterminati,Abbastanza casuali,Nè casuali nè predeterminati,Nè casuali nè predeterminati,carta,sasso,carta,sasso,forbice,forbice,carta,forbice,carta,sasso,1.0,0.1,1.0,1.0,1.0,0.1,1.0,0.0,0.1,0.0,0.1,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,0.0,5.299999999999999,4.2,psycho
17,2021-04-12 12:03:09,2021-04-12 12:11:39,IP Address,188.12.248.135,100,509,True,2021-04-12 12:11:39,R_2fJvvKtwKwTh8oc,45.2111968994141,11.8361968994141,EN,LEAD1809,Carta,0.999,Carta,0.642,Carta,0.651,Carta,0.584,Carta,0.681,Carta,0.665,Carta,0.571,Carta,0.526,Carta,0.906,Carta,0.544,40,,Abbastanza casuali,Molto casuali,Abbastanza predeterminati,Molto casuali,Molto casuali,Abbastanza casuali,Abbastanza bello,Molto,Poco,Poco,Abbastanza bello,Pochissimo,Poco,Abbastanza,Nè bello nè brutto,Abbastanza,Poco,Pochissimo,Abbastanza,Abbastanza,Poco,Per nulla,Poco,,,,0,0,,,,,,,,,,,M,22,56,sasso,sasso,carta,carta,sasso,sasso,carta,forbice,carta,forbice,2021-04-12 10:32:43,2021-04-12 10:39:10,IP Address,188.12.248.135,100,386,True,2021-04-12 10:39:11,R_yEDwKkwxUQhFj5D,45.2111968994141,11.8361968994141,EN,Acconsento,Carta,8.701,Carta,1.651,Carta,0.644,Carta,0.572,Carta,0.701,Carta,1.117,Carta,0.992,Carta,68.497,Carta,0.69,Carta,0.668,40,Completamente casuali,Abbastanza casuali,Abbastanza predeterminati,Molto casuali,Molto casuali,Abbastanza casuali,sasso,carta,carta,carta,sasso,carta,sasso,carta,forbice,forbice,1.0,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.0,0.0,1.0,1.0,0.1,0.1,1.0,1.0,0.1,0.0,0.1,0.0,3.5000000000000004,4.3999999999999995,psycho
18,2021-04-12 12:04:15,2021-04-12 12:11:45,IP Address,151.36.47.245,100,449,True,2021-04-12 12:11:45,R_2c8hIicjYZoq94Z,45.5050048828125,9.21989440917969,EN,arst0111,Carta,1.827,Sasso,0.891,Forbice,0.66,Carta,0.783,Sasso,0.701,Sasso,0.742,Carta,1.201,Sasso,0.5,Forbice,0.616,Carta,1.83,21,60,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Abbastanza,Poco,Poco,Brutto,Pochissimo,Poco,Poco,Abbastanza bello,Abbastanza,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Per nulla,Per nulla,,,,,,0,1,,,1,,,,,1,F,50,65,forbice,forbice,carta,carta,carta,forbice,carta,carta,carta,forbice,2021-04-12 10:36:09,2021-04-12 10:49:26,IP Address,151.36.47.245,100,797,True,2021-04-12 10:49:27,R_3mn7NLeiQTEJORj,45.5050048828125,9.21989440917969,EN,Acconsento,Carta,2.201,Sasso,1.592,Forbice,1.29,Carta,6.365,Forbice,12.901,Sasso,1.501,Forbice,26.24,Sasso,0.649,Carta,0.736,Sasso,1.594,74,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,carta,sasso,forbice,forbice,forbice,forbice,forbice,carta,forbice,carta,0.1,0.1,0.1,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.0,1.0,0.1,0.0,1.0,0.0,1.5,4.2,psycho
19,2021-04-12 12:04:15,2021-04-12 12:11:45,IP Address,151.36.47.245,100,449,True,2021-04-12 12:11:45,R_2c8hIicjYZoq94Z,45.5050048828125,9.21989440917969,EN,arst0111,Carta,1.827,Sasso,0.891,Forbice,0.66,Carta,0.783,Sasso,0.701,Sasso,0.742,Carta,1.201,Sasso,0.5,Forbice,0.616,Carta,1.83,21,60,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Abbastanza,Poco,Poco,Brutto,Pochissimo,Poco,Poco,Abbastanza bello,Abbastanza,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Per nulla,Per nulla,,,,,,0,1,,,1,,,,,1,F,50,65,forbice,forbice,carta,carta,carta,forbice,carta,carta,carta,forbice,2021-04-12 10:57:32,2021-04-12 10:59:29,IP Address,151.36.47.245,100,117,True,2021-04-12 10:59:30,R_27vdG9kzrkULzZ8,45.5050048828125,9.21989440917969,EN,Acconsento,Carta,1.553,Sasso,0.575,Forbice,0.921,Carta,0.801,Sasso,0.701,Forbice,0.601,Carta,0.7,Sasso,0.501,Forbice,0.611,Carta,1.453,55,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,carta,carta,carta,sasso,carta,carta,sasso,carta,sasso,sasso,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,1.0,0.1,0.0,1.0,0.0,5.1,4.2,psycho
20,2021-04-12 12:03:25,2021-04-12 12:12:06,IP Address,87.3.244.173,100,520,True,2021-04-12 12:12:06,R_1esqrg0Q6QTmwk2,44.0574951171875,12.5653076171875,EN,ndes2301,Carta,5.292,Sasso,1.746,Forbice,1.552,Carta,0.525,Forbice,0.616,Sasso,0.35,Carta,0.366,Forbice,0.418,Forbice,0.341,Carta,0.201,50,30,Abbastanza predeterminati,Abbastanza casuali,Abbastanza predeterminati,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Abbastanza,Pochissimo,Abbastanza,Abbastanza brutto,Per niente,Per niente,Per niente,Abbastanza bello,Abbastanza,Abbastanza,Pochissimo,Per nulla,Per nulla,Per nulla,Poco,Per nulla,1,3,,,0,,7,,,7,2,2,,6,7,M,26,0,carta,sasso,sasso,sasso,carta,carta,carta,forbice,forbice,forbice,2021-04-12 10:36:47,2021-04-12 10:40:10,IP Address,87.3.244.173,100,202,True,2021-04-12 10:40:10,R_3p54Np7SWM61JKV,44.0574951171875,12.5653076171875,EN,Acconsento,Carta,1.369,Forbice,2.17,Forbice,0.82,Sasso,0.814,Sasso,1.173,Carta,0.656,Forbice,0.453,Sasso,0.622,Forbice,0.484,Carta,0.518,60,Completamente casuali,Completamente casuali,Completamente casuali,Molto casuali,Abbastanza casuali,Completamente casuali,carta,carta,carta,forbice,carta,sasso,forbice,carta,forbice,forbice,0.1,1.0,1.0,1.0,0.0,1.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.1,0.1,0.1,0.0,4.299999999999999,2.5000000000000004,psycho
21,2021-04-12 12:03:29,2021-04-12 12:12:15,IP Address,37.161.136.52,100,525,True,2021-04-12 12:12:15,R_11Zma03oAx5PxfX,43.1479034423828,12.1096954345703,EN,ARON0604,Sasso,4.002,Carta,13.17,Forbice,6.481,Carta,1.778,Forbice,1.627,Carta,0.55,Sasso,5.077,Carta,2.624,Forbice,1.647,Carta,2.215,35,75,Molto casuali,Completamente casuali,Molto casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Abbastanza,Poco,Molto,Abbastanza brutto,Poco,Abbastanza,Poco,Molto bello,Molto,Poco,Poco,Poco,Per nulla,Poco,Poco,Poco,3,,,,3,4,,,2,5,7,,,,4,M,25,20,carta,carta,forbice,forbice,sasso,sasso,sasso,sasso,carta,carta,2021-04-12 10:33:19,2021-04-12 10:38:37,IP Address,147.162.110.41,100,318,True,2021-04-12 10:38:38,R_1Ft9Z1Eit2po0Lh,45.4096069335938,11.8946990966797,EN,Acconsento,Sasso,4.796,Sasso,2.321,Forbice,7.103,Sasso,2.857,Carta,4.283,Sasso,3.431,Sasso,5.571,Forbice,0.912,Forbice,0.68,Carta,1.628,20,Completamente casuali,Molto casuali,Abbastanza casuali,Abbastanza casuali,Completamente casuali,Completamente casuali,forbice,carta,carta,forbice,sasso,carta,sasso,forbice,carta,sasso,1.0,0.0,1.0,1.0,1.0,0.0,0.1,0.1,1.0,1.0,0.0,0.1,0.1,0.0,0.0,1.0,0.1,1.0,1.0,0.1,6.199999999999999,3.4,psycho
22,2021-04-12 12:03:12,2021-04-12 12:12:41,IP Address,37.77.123.96,100,569,True,2021-04-12 12:12:42,R_3TSkrdzVPnFm20F,43.1479034423828,12.1096954345703,EN,arbo0805,Forbice,1.632,Sasso,1.989,Carta,0.972,Sasso,1.477,Forbice,0.868,Sasso,4.816,Forbice,0.796,Carta,0.826,Forbice,0.672,Forbice,1.432,30,10,Abbastanza predeterminati,Abbastanza casuali,Abbastanza casuali,Molto casuali,Abbastanza predeterminati,Molto casuali,Bello,Moltissimo,Poco,Pochissimo,Nè bello nè brutto,Abbastanza,Abbastanza,Pochissimo,Molto bello,Molto,Moltissimo,Per niente,Abbastanza,Per nulla,Abbastanza,Poco,Per nulla,1,0,0,0,0,1,1,0,0,0,2,,,,,F,24,50,sasso,forbice,forbice,carta,carta,carta,forbice,forbice,forbice,sasso,2021-04-12 10:35:57,2021-04-12 10:43:55,IP Address,37.77.123.96,100,478,True,2021-04-12 10:43:56,R_2YDq7mocjz3gtQU,43.1479034423828,12.1096954345703,EN,Acconsento,Forbice,3.401,Carta,2.706,Forbice,1.704,Sasso,1.005,Carta,1.445,Forbice,3.824,Sasso,1.406,Sasso,1.511,Carta,1.507,Forbice,1.935,61,Abbastanza casuali,Nè casuali nè predeterminati,Abbastanza casuali,Molto casuali,Completamente casuali,Molto casuali,carta,carta,carta,forbice,sasso,sasso,forbice,forbice,sasso,forbice,1.0,0.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0,7.199999999999999,2.2,psycho
23,2021-04-12 12:02:34,2021-04-12 12:13:02,IP Address,93.34.225.141,100,628,True,2021-04-12 12:13:03,R_3nDfqRBjdVi3uXr,45.4096069335938,11.8946990966797,EN,ores2706,Forbice,8.628,Sasso,5.939,Forbice,6.388,Carta,5.88,Forbice,5.209,Sasso,9.17,Forbice,3.878,Carta,5.154,Sasso,2.894,Forbice,3.193,0,80,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Abbastanza brutto,Pochissimo,Poco,Poco,Brutto,Pochissimo,Poco,Abbastanza,Abbastanza brutto,Abbastanza,Poco,Abbastanza,Abbastanza,Poco,Poco,Poco,Poco,9,2,1,2,2,3,1,3,4,2,4,1,1,2,7,M,25,44,carta,forbice,forbice,carta,carta,forbice,forbice,carta,sasso,carta,2021-04-12 10:32:47,2021-04-12 10:38:01,IP Address,93.34.225.141,100,314,True,2021-04-12 10:38:01,R_3kFtBCTpH7hiPMB,45.4096069335938,11.8946990966797,EN,Acconsento,Sasso,8.72,Sasso,1.969,Sasso,0.515,Forbice,2.023,Sasso,0.69,Forbice,2.001,Carta,0.622,Sasso,0.633,Sasso,1.625,Sasso,1.543,20,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,sasso,carta,carta,sasso,carta,sasso,carta,sasso,forbice,forbice,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0,0.1,0.1,0.1,1.0,2.3,5.499999999999999,psycho
24,2021-04-12 12:02:30,2021-04-12 12:14:13,IP Address,87.8.9.44,100,703,True,2021-04-12 12:14:13,R_8doSzX9Poo6EMxj,45.6618041992188,12.2427978515625,EN,ioir1403,Sasso,4.931,Sasso,0.499,Sasso,0.506,Sasso,0.61,Sasso,0.393,Sasso,0.488,Sasso,0.711,Sasso,0.423,Carta,0.567,Forbice,0.607,50,42,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Moltissimo,Poco,Pochissimo,Nè bello nè brutto,Poco,Abbastanza,Abbastanza,Bello,Abbastanza,Poco,Poco,Abbastanza,Poco,Poco,Poco,Poco,0,1,0,0,0,1,1,0,0,0,2,0,0,0,4,F,24,11,forbice,sasso,sasso,sasso,carta,forbice,forbice,carta,carta,sasso,2021-04-12 10:32:35,2021-04-12 10:36:11,IP Address,87.8.9.44,100,215,True,2021-04-12 10:36:12,R_rrs2EFX1A8k9GlX,45.6618041992188,12.2427978515625,EN,Acconsento,Sasso,5.536,Carta,0.917,Sasso,0.719,Sasso,0.739,Sasso,0.428,Sasso,0.863,Sasso,3.074,Forbice,0.954,Sasso,0.57,Forbice,0.744,10,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,carta,forbice,sasso,sasso,forbice,forbice,sasso,carta,sasso,forbice,0.0,0.0,0.1,0.1,1.0,1.0,0.1,1.0,0.1,0.1,1.0,0.1,0.1,0.1,0.0,1.0,1.0,0.0,0.1,0.0,3.5000000000000004,3.4000000000000004,psycho
25,2021-04-12 12:04:29,2021-04-12 12:14:25,IP Address,93.70.83.62,100,596,True,2021-04-12 12:14:26,R_2EBtl0pzCa7Lyjv,45.4317016601563,10.9859008789063,EN,giacomo6,Carta,3.097,Sasso,0.655,Forbice,0.576,Carta,2.308,Sasso,0.477,Forbice,0.614,Carta,0.556,Sasso,0.559,Forbice,0.574,Carta,1.11,0,100,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Completamente predeterminati,Molto bello,Del tutto,Abbastanza,Abbastanza,Abbastanza bello,Poco,Abbastanza,Abbastanza,Molto bello,Abbastanza,Abbastanza,Abbastanza,Poco,Poco,Abbastanza,Abbastanza,Poco,4,4,0,0,0,0,2,4,0,7,4,4,0,8,8,M,24,65,sasso,forbice,sasso,carta,carta,sasso,forbice,carta,forbice,forbice,2021-04-12 10:32:51,2021-04-12 10:38:27,IP Address,93.70.83.62,100,335,True,2021-04-12 10:38:27,R_2V2Z4BEgOJiM3HI,45.4317016601563,10.9859008789063,EN,Acconsento,Sasso,6.302,Sasso,1.398,Sasso,5.371,Carta,1.511,Forbice,1.61,Sasso,1.46,Sasso,0.897,Carta,2.202,Sasso,1.951,Carta,3.554,50,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Completamente predeterminati,sasso,forbice,sasso,forbice,carta,sasso,forbice,sasso,forbice,forbice,0.1,1.0,0.1,0.0,1.0,0.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,5.300000000000001,2.2,psycho
