StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q6_1,Q227,Q229,Q231,Q233,Q235,Q237,Q104,Q47,Q48,Q132,Q105,Q127,Q128,Q133,Q52,Q129,Q130,Q134,Q92,Q97,Q98,Q99,Q100,Q8_1,Q62_1,Q63_1,Q64_1,Q83_1,Q66_1,Q67_1,Q68_1,Q69_1,Q74_1,Q75_1,Q76_1,Q77_1,Q80_1,Q81_1,Q91,Q38,Q40_1,Carta1_DO_sasso,Carta1_DO_forbice,Carta1_DO_carta,Forbice1_DO_carta,Forbice1_DO_forbice,Forbice1_DO_sasso,Sasso1_DO_forbice,Sasso1_DO_sasso,Sasso1_DO_carta,Forbice2_DO_carta,Forbice2_DO_forbice,Forbice2_DO_sasso,Carta2_DO_carta,Carta2_DO_sasso,Carta2_DO_forbice,Sasso2_DO_sasso,Sasso2_DO_carta,Sasso2_DO_forbice,Forbice3_DO_forbice,Forbice3_DO_sasso,Forbice3_DO_carta,Carta3_DO_forbice,Carta3_DO_carta,Carta3_DO_sasso,Sasso3_DO_sasso,Sasso3_DO_carta,Sasso3_DO_forbice,Forbice4_DO_carta,Forbice4_DO_forbice,Forbice4_DO_sasso,Carta4_DO_forbice,Carta4_DO_carta,Carta4_DO_sasso,Sasso4_DO_sasso,Sasso4_DO_carta,Sasso4_DO_forbice,Forbice5_DO_sasso,Forbice5_DO_carta,Forbice5_DO_forbice,Carta5_DO_forbice,Carta5_DO_carta,Carta5_DO_sasso,Sasso5_DO_sasso,Sasso5_DO_carta,Sasso5_DO_forbice,Sasso6_DO_sasso,Sasso6_DO_carta,Sasso6_DO_forbice,Carta6_DO_forbice,Carta6_DO_carta,Carta6_DO_sasso,Forbice6_DO_forbice,Forbice6_DO_sasso,Forbice6_DO_carta,Sasso7_DO_sasso,Sasso7_DO_carta,Sasso7_DO_forbice,Carta7_DO_forbice,Carta7_DO_carta,Carta7_DO_sasso,Forbice7_DO_sasso,Forbice7_DO_carta,Forbice7_DO_forbice,Sasso8_DO_forbice,Sasso8_DO_sasso,Sasso8_DO_carta,Carta8_DO_carta,Carta8_DO_sasso,Carta8_DO_forbice,Forbice8_DO_carta,Forbice8_DO_forbice,Forbice8_DO_sasso,Carta9_DO_forbice,Carta9_DO_carta,Carta9_DO_sasso,Sasso9_DO_forbice,Sasso9_DO_sasso,Sasso9_DO_carta,Forbice9_DO_forbice,Forbice9_DO_sasso,Forbice9_DO_Q209,Sasso10_DO_forbice,Sasso10_DO_sasso,Sasso10_DO_carta,Carta10_DO_sasso,Carta10_DO_forbice,Carta10_DO_carta,Forbice10_DO_forbice,Forbice10_DO_sasso,Forbice10_DO_carta
2021-04-12 12:03:21,2021-04-12 12:08:30,IP Address,37.117.74.124,100,308,True,2021-04-12 12:08:30,R_sNVX8oniN4WU57b,,,,,45.4096069335938,11.8946990966797,anonymous,EN,LARE0602,Carta,6.427,7.656,9.232,2,Carta,3.066,3.066,4.322,1,Forbice,1.063,1.063,1.632,1,Forbice,1.531,1.531,2.505,1,Sasso,0.97,0.97,1.833,1,Sasso,2.136,2.136,2.841,1,Carta,0.661,0.661,1.375,1,Forbice,1.776,1.776,2.467,1,Sasso,1.384,1.384,2.029,1,Sasso,0.626,0.626,1.432,1,100,9,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Pochissimo,Per niente,Abbastanza,Molto brutto,Per niente,Pochissimo,Molto,Molto bello,Pochissimo,Molto,Pochissimo,Molto,Per nulla,Poco,Per nulla,Per nulla,2,,,2,3,10,1,,,1,10,1,,6,9,Femmina,24,21,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,
2021-04-12 12:03:24,2021-04-12 12:08:41,IP Address,147.162.110.41,100,317,True,2021-04-12 12:08:42,R_1gjNM1OixjAeWut,,,,,45.4096069335938,11.8946990966797,anonymous,EN,leas0810,Carta,1.783,1.783,3.292,1,Carta,1.101,1.101,2.378,1,Carta,1.014,1.014,2.451,1,Carta,1.008,1.008,2.413,1,Carta,1.086,1.086,2.571,1,Carta,1.478,1.478,3.094,1,Carta,0.911,0.911,2.593,1,Carta,1.19,1.19,3.011,1,Carta,0.941,0.941,2.688,1,Carta,0.957,0.957,3.327,1,100,,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Moltissimo,Poco,Per niente,Abbastanza bello,,Abbastanza,Pochissimo,Bello,Abbastanza,Molto,Pochissimo,Poco,Poco,Abbastanza,Poco,Per nulla,,,,,,,,,,,,,,,,Maschio,25,27,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,
2021-04-12 12:03:19,2021-04-12 12:08:49,IP Address,93.37.210.98,100,330,True,2021-04-12 12:08:50,R_eaFMGwJeVM1UqTD,,,,,45.4936981201172,12.2449951171875,anonymous,EN,LBAS0309,Carta,2.105,2.105,2.986,1,Sasso,0.66,0.66,1.254,1,Forbice,0.572,0.572,1.105,1,Forbice,1.944,1.944,2.571,1,Carta,0.649,0.649,1.559,1,Sasso,0.539,0.539,1.152,1,Sasso,0.603,1.167,1.678,2,Carta,1.622,1.622,2.281,1,Forbice,1.472,2.17,2.794,2,Sasso,0.987,0.987,1.509,1,50,69,Abbastanza casuali,Abbastanza casuali,Molto casuali,Molto casuali,Molto casuali,Abbastanza casuali,Molto bello,Abbastanza,Poco,Poco,Bello,Abbastanza,Poco,Abbastanza,Bello,Abbastanza,Abbastanza,Abbastanza,Abbastanza,Poco,Abbastanza,Poco,Abbastanza,7,2,3,1,1,2,1,2,1,2,1,1,1,3,4,Maschio ,23,32,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,
2021-04-12 12:02:51,2021-04-12 12:08:50,IP Address,37.160.42.213,100,358,True,2021-04-12 12:08:50,R_1U4UCQptpukZTdn,,,,,43.1479034423828,12.1096954345703,anonymous,EN,ERRE1204,Carta,1.077,1.077,2.5,1,Sasso,1.002,1.002,1.701,1,Forbice,2.2,2.852,3.492,2,Sasso,0.802,0.802,1.489,1,Carta,0.502,0.502,1.188,1,Forbice,0.899,0.899,1.425,1,Sasso,0.402,0.402,1.145,1,Forbice,0.802,0.802,1.594,1,Carta,0.501,0.501,1.252,1,Carta,0.503,2.295,8.404,3,74,0,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Del tutto,Moltissimo,Per niente,Brutto,Per niente,Abbastanza,Poco,Bello,Moltissimo,Del tutto,Per niente,Molto,Per nulla,Per nulla,Per nulla,Molto,,,,,,,,,,,0,0,,,,Femmine,23,47,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,
2021-04-12 12:02:55,2021-04-12 12:09:15,IP Address,147.162.110.41,100,379,True,2021-04-12 12:09:15,R_1hMdQdXADpor1Ku,,,,,45.4096069335938,11.8946990966797,anonymous,EN,auad1307,Carta,2.101,2.101,3.037,1,Forbice,1.081,1.081,1.797,1,Sasso,0.574,0.574,1.529,1,Forbice,0.676,0.676,1.199,1,Carta,0.301,0.301,0.885,1,Sasso,0.676,0.676,1.426,1,Forbice,0.402,0.402,1.289,1,Carta,0.302,0.302,1.14,1,Sasso,0.482,0.482,0.999,1,Forbice,0.301,0.301,0.801,1,30,29,Abbastanza casuali,Nè casuali nè predeterminati,Abbastanza predeterminati,Nè casuali nè predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Nè bello nè brutto,Abbastanza,Pochissimo,Pochissimo,Abbastanza brutto,Poco,Pochissimo,Poco,Nè bello nè brutto,Molto,Poco,Poco,Abbastanza,Per nulla,Per nulla,Poco,Per nulla,1,0,1,0,0,0,0,5,0,0,0,0,5,0,5,Femmina,22,31,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1
2021-04-12 12:02:59,2021-04-12 12:09:27,IP Address,5.90.116.74,100,387,True,2021-04-12 12:09:27,R_3NKtuskdh4izyFX,,,,,43.54150390625,11.1766052246094,anonymous,EN,auir2307,Carta,5.847,5.847,6.634,1,Forbice,1.601,1.601,2.502,1,Sasso,1.214,1.214,2.117,1,Carta,0.898,0.898,1.643,1,Forbice,0.502,0.502,1.088,1,Sasso,0.681,0.681,1.513,1,Carta,0.401,0.401,1.223,1,Sasso,2.901,2.901,3.426,1,Forbice,0.612,0.612,1.109,1,Forbice,0.966,0.966,1.433,1,79,32,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Per niente,Abbastanza,Molto,Brutto,Per niente,Abbastanza,Pochissimo,Abbastanza bello,Abbastanza,Abbastanza,Per niente,Poco,Poco,Poco,Poco,Per nulla,,0,,1,,2,3,,,6,2,,,,6,Femmina,22,21,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,
2021-04-12 12:02:54,2021-04-12 12:09:41,IP Address,2.36.159.98,100,407,True,2021-04-12 12:09:41,R_29mDHJE9meV7LRW,,,,,45.6880950927734,9.72479248046875,anonymous,EN,aran0601,Carta,3.767,3.767,4.887,1,Sasso,1.242,1.242,2.576,1,Forbice,1.211,1.211,2.356,1,Forbice,1.256,1.256,2.549,1,Forbice,1.089,1.089,2.292,1,Sasso,1.253,1.253,2.398,1,Carta,1.147,1.147,2.496,1,Sasso,1.164,1.164,2.292,1,Forbice,0.857,0.857,2.227,1,Carta,1.338,1.338,2.552,1,80,90,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Molto casuali,Nè bello nè brutto,Pochissimo,Abbastanza,Pochissimo,Brutto,Per niente,Pochissimo,Pochissimo,Nè bello nè brutto,Poco,Abbastanza,Pochissimo,Abbastanza,Poco,Abbastanza,Abbastanza,Poco,4,0,0,2,6,4,,,4,1,1,,,,5,femmina,25,76,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
2021-04-12 12:02:52,2021-04-12 12:10:06,IP Address,151.36.37.1,100,433,True,2021-04-12 12:10:06,R_tFJZd1lQDrfbtgB,,,,,45.5050048828125,9.21989440917969,anonymous,EN,lbor0902,Forbice,4.757,4.757,6.148,1,Sasso,2.966,2.966,4.066,1,Sasso,1.068,1.068,2.207,1,Sasso,2.271,2.271,3.387,1,Forbice,2.319,2.319,3.198,1,Forbice,2.021,2.021,3.034,1,Forbice,1.658,1.658,2.785,1,Sasso,2.435,2.435,3.956,1,Forbice,1.131,1.131,2.309,1,Carta,0.309,1.733,2.685,3,100,50,Molto casuali,Completamente casuali,Molto predeterminati,Completamente casuali,Completamente casuali,Completamente casuali,Brutto,Abbastanza,Molto,Per niente,Brutto,Poco,Pochissimo,Abbastanza,Abbastanza brutto,Abbastanza,Molto,Pochissimo,Poco,Per nulla,Poco,Poco,Per nulla,3,0,1,0,1,1,0,1,0,0,2,0,0,0,1,maschile,25,17,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,
2021-04-12 12:02:30,2021-04-12 12:10:13,IP Address,2.34.190.253,100,462,True,2021-04-12 12:10:14,R_xbih2C8EdmEEA8N,,,,,44.6753997802734,11.0397033691406,anonymous,EN,iaol2012,Carta,4.861,4.861,5.931,1,Sasso,6.726,6.726,7.819,1,Forbice,6.301,6.301,7.334,1,Carta,0.861,0.861,1.63,1,Carta,0.501,0.501,1.411,1,Forbice,3.009,4.1,4.926,3,Sasso,0.861,0.861,1.681,1,Carta,0.611,0.611,1.514,1,Forbice,0.531,0.531,1.374,1,Sasso,0.577,0.577,1.214,1,60,92,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Moltissimo,Abbastanza,Per niente,Nè bello nè brutto,Poco,Abbastanza,Pochissimo,Nè bello nè brutto,Abbastanza,Abbastanza,Abbastanza,Poco,Per nulla,Abbastanza,Poco,Per nulla,1,1,1,1,1,0,1,0,1,2,1,1,1,2,3,M,25,25,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,
2021-04-12 12:02:46,2021-04-12 12:10:18,IP Address,5.91.22.246,100,452,True,2021-04-12 12:10:19,R_3L7JcyiqBArmUGR,,,,,45.5431060791016,11.54150390625,anonymous,EN,lean2012,Forbice,4.001,5.001,5.829,2,Forbice,1.301,1.301,2.201,1,Forbice,1.801,1.801,2.866,1,Forbice,2.101,2.101,2.911,1,Sasso,2.1,2.1,4.595,1,Carta,4.599,4.599,5.167,1,Carta,0.902,0.902,1.648,1,Carta,0.687,0.687,1.487,1,Carta,0.801,0.801,1.535,1,Forbice,1.266,1.266,1.869,1,82,68,Abbastanza predeterminati,Molto casuali,Abbastanza predeterminati,Abbastanza casuali,Molto casuali,Abbastanza casuali,Bello,Molto,Abbastanza,Poco,Nè bello nè brutto,Poco,Abbastanza,Abbastanza,Bello,Molto,Molto,Per niente,Abbastanza,Poco,Molto,Abbastanza,Per nulla,2,1,3,1,2,1,2,3,2,1,2,1,1,3,4,Femmina,23,22,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1
2021-04-12 12:03:04,2021-04-12 12:10:41,IP Address,2.34.179.92,100,456,True,2021-04-12 12:10:41,R_xt0mlQl7kwMObT3,,,,,45.9638977050781,10.9111022949219,anonymous,EN,icis2005,Carta,1.363,1.363,2.91,1,Sasso,0.612,0.612,1.34,1,Forbice,0.633,0.633,1.668,1,Carta,0.739,0.739,1.51,1,Sasso,0.478,0.478,1.372,1,Forbice,0.408,0.408,1.321,1,Carta,0.741,0.741,1.568,1,Sasso,0.474,0.474,1.24,1,Forbice,0.696,0.696,1.476,1,Carta,0.601,0.601,1.412,1,99,71,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Pochissimo,Moltissimo,Abbastanza,Nè bello nè brutto,Per niente,Per niente,Abbastanza,Nè bello nè brutto,Per niente,Per niente,Per niente,Per nulla,Per nulla,Per nulla,Per nulla,Per nulla,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,M,38,4,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,
2021-04-12 12:02:54,2021-04-12 12:10:44,IP Address,62.18.192.5,100,470,True,2021-04-12 12:10:45,R_W36WKGUAANqpiTv,,,,,45.3491058349609,11.8713989257813,anonymous,EN,Arir0605,Sasso,3.211,3.211,4.312,1,Forbice,1.942,1.942,3.016,1,Sasso,2.127,2.127,2.634,1,Carta,1.781,1.781,2.342,1,Sasso,1.173,1.173,1.633,1,Forbice,0.854,0.854,1.366,1,Carta,0.516,0.516,1.107,1,Sasso,0.964,0.964,1.615,1,Forbice,0.695,0.695,1.155,1,Carta,1.629,1.629,2.14,1,30,76,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Molto casuali,Abbastanza brutto,Poco,Poco,Per niente,Abbastanza brutto,Pochissimo,Abbastanza,Poco,Bello,Molto,Molto,Poco,Molto,Poco,Molto,Abbastanza,Per nulla,1,2,0,1,0,1,0,0,0,0,2,,0,0,1,Donna ,22,21,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,
2021-04-12 12:02:51,2021-04-12 12:10:48,IP Address,5.90.108.250,100,477,True,2021-04-12 12:10:48,R_RLxXyukXp2nF42Z,,,,,43.7686004638672,11.2509002685547,anonymous,EN,auel0510,Carta,2.881,2.881,4.557,1,Carta,5.756,5.756,7.743,1,Sasso,1.408,2.739,4.288,2,Carta,2.111,3.1,3.965,2,Sasso,0.739,0.739,1.903,1,Sasso,3.73,3.73,4.931,1,Sasso,1.807,1.807,3.287,1,Carta,0.887,0.887,2.21,1,Forbice,1.415,1.415,2.828,1,Sasso,0.962,0.962,2.615,1,71,72,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Nè bello nè brutto,Abbastanza,Molto,Poco,Abbastanza bello,Abbastanza,Abbastanza,Poco,Abbastanza bello,Abbastanza,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Per nulla,Per nulla,1,1,,,,,,,,3,,,,,2,maschio,24,36,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,
2021-04-12 12:02:45,2021-04-12 12:11:08,IP Address,151.95.99.92,100,502,True,2021-04-12 12:11:08,R_28CchxwmvwQQp1w,,,,,45.3818969726563,11.0446929931641,anonymous,EN,brus0802,Carta,2.158,2.158,3.239,1,Carta,0.696,1.294,2.083,2,Carta,0.647,1.228,2.253,2,Carta,0.588,0.588,1.32,1,Carta,1.061,1.061,1.767,1,Carta,1.897,1.897,2.499,1,Carta,0.667,0.667,1.463,1,Carta,0.717,0.717,1.321,1,Carta,0.526,0.526,1.163,1,Carta,0.42,0.42,1.032,1,80,10,Abbastanza casuali,Completamente casuali,Completamente casuali,Abbastanza predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza bello,Molto,Abbastanza,Poco,Abbastanza bello,Poco,Poco,Poco,Abbastanza bello,Abbastanza,Poco,Poco,Poco,Poco,Abbastanza,Poco,Per nulla,3,1,1,,,2,4,3,1,10,3,2,1,,1,Maschile ,24,57,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,
2021-04-12 12:02:50,2021-04-12 12:11:26,IP Address,185.44.214.152,100,515,True,2021-04-12 12:11:26,R_3kAlTRUoE53GoPg,,,,,45.4214019775391,12.0294036865234,anonymous,EN,aren2811,Carta,1.823,1.823,3.585,1,Forbice,3.158,3.158,7.257,1,Forbice,3.19,3.19,4.958,1,Carta,2.585,2.585,4.093,1,Sasso,4.572,4.572,5.885,1,Forbice,1.367,1.367,5.461,1,Carta,6.486,6.486,9.697,1,Sasso,1.266,1.266,3.462,1,Carta,2.693,6.638,11.953,2,Forbice,9.787,10.378,11.78,2,0,81,Molto predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Nè casuali nè predeterminati,Molto bello,Abbastanza,Poco,Molto,Bello,Pochissimo,Poco,Abbastanza,Bello,Molto,Molto,Poco,Poco,Poco,Poco,Per nulla,Per nulla,2,,,1,0,1,,,,,1,,,,2,femmina,23,27,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,
2021-04-12 12:03:09,2021-04-12 12:11:39,IP Address,188.12.248.135,100,509,True,2021-04-12 12:11:39,R_2fJvvKtwKwTh8oc,,,,,45.2111968994141,11.8361968994141,anonymous,EN,LEAD1809,Carta,0.999,0.999,2.088,1,Carta,0.642,0.642,1.348,1,Carta,0.651,0.651,1.469,1,Carta,0.584,0.584,1.319,1,Carta,0.681,0.681,1.404,1,Carta,0.665,0.665,1.46,1,Carta,0.571,0.571,1.32,1,Carta,0.526,0.526,1.256,1,Carta,0.906,0.906,1.641,1,Carta,0.544,0.544,1.504,1,40,,Abbastanza casuali,Molto casuali,Abbastanza predeterminati,Molto casuali,Molto casuali,Abbastanza casuali,Abbastanza bello,Molto,Poco,Poco,Abbastanza bello,Pochissimo,Poco,Abbastanza,Nè bello nè brutto,Abbastanza,Poco,Pochissimo,Abbastanza,Abbastanza,Poco,Per nulla,Poco,,,,0,0,,,,,,,,,,,maschio,22,56,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,
2021-04-12 12:02:33,2021-04-12 12:11:39,IP Address,95.232.11.227,100,545,True,2021-04-12 12:11:40,R_1qepOu5hPwULW3U,,,,,45.6618041992188,12.2427978515625,anonymous,EN,ican2812,Carta,15.759,15.759,17.395,1,Forbice,10.324,10.324,11.374,1,Sasso,1.599,1.599,2.741,1,Forbice,1.599,1.599,2.721,1,Forbice,2.027,2.027,3.206,1,Carta,8.939,8.939,10.062,1,Forbice,3.844,3.844,5.087,1,Carta,1.482,1.482,2.738,1,Sasso,4.993,4.993,6.114,1,Carta,1.991,1.991,3.092,1,60,60,Molto casuali,Molto casuali,Abbastanza predeterminati,Abbastanza casuali,Abbastanza casuali,Abbastanza predeterminati,Molto bello,Abbastanza,Poco,Poco,Bello,Poco,Poco,Poco,Molto bello,Molto,Moltissimo,Poco,Poco,Poco,Poco,Abbastanza,Poco,0,1,2,0,0,2,1,4,2,5,7,7,2,2,4,M,23,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,
2021-04-12 12:04:15,2021-04-12 12:11:45,IP Address,151.36.47.245,100,449,True,2021-04-12 12:11:45,R_2c8hIicjYZoq94Z,,,,,45.5050048828125,9.21989440917969,anonymous,EN,arst0111,Carta,1.827,1.827,2.914,1,Sasso,0.891,0.891,1.536,1,Forbice,0.66,0.66,1.455,1,Carta,0.783,0.783,1.57,1,Sasso,0.701,0.701,1.665,1,Sasso,0.742,0.742,1.576,1,Carta,1.201,1.201,2.248,1,Sasso,0.5,0.5,1.408,1,Forbice,0.616,0.616,1.376,1,Carta,1.83,1.83,2.732,1,21,60,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Abbastanza,Poco,Poco,Brutto,Pochissimo,Poco,Poco,Abbastanza bello,Abbastanza,Abbastanza,Poco,Per nulla,Per nulla,Per nulla,Per nulla,Per nulla,,,,,,0,1,,,1,,,,,1,f,50,65,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,
2021-04-12 12:02:35,2021-04-12 12:12:01,IP Address,188.218.101.147,100,565,True,2021-04-12 12:12:01,R_3IcQ3iZ5V5S1HIJ,,,,,45.4129943847656,11.8805999755859,anonymous,EN,imth1810,Carta,2.609,2.609,3.998,1,Sasso,0.626,0.626,1.68,1,Forbice,1.009,1.009,1.92,1,Carta,1.028,1.028,2.328,1,Sasso,0.595,0.595,1.579,1,Forbice,0.658,0.658,1.743,1,Sasso,1.184,1.184,2.742,1,Forbice,0.636,0.636,1.613,1,Carta,1.36,1.36,2.887,1,Carta,0.664,0.664,1.853,1,73,23,Abbastanza casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto bello,Moltissimo,Molto,Poco,Bello,Abbastanza,Molto,Poco,Molto bello,Molto,Molto,Molto,Per nulla,Per nulla,Poco,Poco,Abbastanza,6,6,5,5,4,3,6,7,6,5,5,5,5,4,3,femmina,53,66,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,
2021-04-12 12:03:25,2021-04-12 12:12:06,IP Address,87.3.244.173,100,520,True,2021-04-12 12:12:06,R_1esqrg0Q6QTmwk2,,,,,44.0574951171875,12.5653076171875,anonymous,EN,ndes2301,Carta,5.292,5.292,6.443,1,Sasso,1.746,1.746,2.354,1,Forbice,1.552,1.552,2.425,1,Carta,0.525,0.525,1.158,1,Forbice,0.616,0.616,1.35,1,Sasso,0.35,0.35,0.988,1,Carta,0.366,0.502,1.501,2,Forbice,0.418,0.418,1.314,1,Forbice,0.341,1.726,1.981,3,Carta,0.201,0.585,1.168,2,50,30,Abbastanza predeterminati,Abbastanza casuali,Abbastanza predeterminati,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Abbastanza,Pochissimo,Abbastanza,Abbastanza brutto,Per niente,Per niente,Per niente,Abbastanza bello,Abbastanza,Abbastanza,Pochissimo,Per nulla,Per nulla,Per nulla,Poco,Per nulla,1,3,,,0,,7,,,7,2,2,,6,7,uomo,26,0,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,
